Verification_ID,Agent_ID,Payment_Amount
VER-002248,AGT-016,15.5
VER-008677,AGT-026,15.5
VER-003619,AGT-047,15.5
VER-007452,AGT-036,15.5
VER-002280,AGT-041,15.5
VER-008124,AGT-043,15.5
VER-003898,AGT-047,15.5
VER-008474,AGT-025,15.5
VER-007178,AGT-011,15.5
VER-009930,AGT-038,15.5
VER-003632,AGT-037,15.5
VER-009058,AGT-044,15.5
VER-006273,AGT-007,15.5
VER-000393,AGT-042,15.5
VER-003192,AGT-005,15.5
VER-000017,AGT-022,15.5
VER-004201,AGT-040,15.5
VER-002673,AGT-010,15.5
VER-006165,AGT-036,15.5
VER-003494,AGT-024,15.5
VER-007395,AGT-024,15.5
VER-004840,AGT-017,15.5
VER-000594,AGT-023,15.5
VER-009784,AGT-007,15.5
VER-005828,AGT-038,15.5
VER-007962,AGT-024,15.5
VER-005888,AGT-047,15.5
VER-002356,AGT-021,15.5
VER-006037,AGT-029,15.5
VER-004799,AGT-045,15.5
VER-009081,AGT-026,15.5
VER-004593,AGT-032,15.5
VER-000164,AGT-029,15.5
VER-009729,AGT-014,15.5
VER-009909,AGT-032,15.5
VER-003676,AGT-015,15.5
VER-007381,AGT-046,15.5
VER-002667,AGT-023,15.5
VER-006357,AGT-027,15.5
VER-005543,AGT-040,15.5
VER-006008,AGT-009,15.5
VER-007994,AGT-044,15.5
VER-007639,AGT-046,15.5
VER-006794,AGT-013,15.5
VER-007759,AGT-007,15.5
VER-004838,AGT-019,15.5
VER-002294,AGT-015,15.5
VER-006549,AGT-028,15.5
VER-007899,AGT-037,15.5
VER-004482,AGT-042,15.5
VER-003717,AGT-007,15.5
VER-006141,AGT-013,15.5
VER-001550,AGT-016,15.5
VER-002045,AGT-044,15.5
VER-000768,AGT-030,15.5
VER-005694,AGT-008,15.5
VER-007871,AGT-028,15.5
VER-007858,AGT-017,15.5
VER-003303,AGT-021,15.5
VER-004518,AGT-023,15.5
VER-009536,AGT-008,15.5
VER-003293,AGT-046,15.5
VER-001404,AGT-046,15.5
VER-001383,AGT-011,15.5
VER-006929,AGT-040,15.5
VER-005672,AGT-010,15.5
VER-001639,AGT-018,15.5
VER-006908,AGT-026,15.5
VER-006407,AGT-039,15.5
VER-001180,AGT-012,15.5
VER-005449,AGT-049,15.5
VER-005079,AGT-015,15.5
VER-005176,AGT-016,15.5
VER-000690,AGT-028,15.5
VER-009303,AGT-002,15.5
VER-006526,AGT-009,15.5
VER-004994,AGT-023,15.5
VER-006489,AGT-033,15.5
VER-007155,AGT-028,15.5
VER-008841,AGT-007,15.5
VER-006611,AGT-047,15.5
VER-008998,AGT-003,15.5
VER-004350,AGT-037,15.5
VER-001885,AGT-020,15.5
VER-009074,AGT-015,15.5
VER-002495,AGT-004,15.5
VER-005948,AGT-050,15.5
VER-003037,AGT-028,15.5
VER-005778,AGT-014,15.5
VER-000846,AGT-038,15.5
VER-007968,AGT-032,15.5
VER-008904,AGT-049,15.5
VER-007341,AGT-043,15.5
VER-009464,AGT-047,15.5
VER-009369,AGT-049,15.5
VER-007138,AGT-044,15.5
VER-002965,AGT-022,15.5
VER-002530,AGT-031,15.5
VER-005773,AGT-047,15.5
VER-001049,AGT-047,15.5
VER-007046,AGT-030,15.5
VER-001961,AGT-041,15.5
VER-002531,AGT-047,15.5
VER-008430,AGT-037,15.5
VER-004918,AGT-024,15.5
VER-005902,AGT-021,15.5
VER-008287,AGT-017,15.5
VER-004260,AGT-015,15.5
VER-005657,AGT-029,15.5
VER-006098,AGT-048,15.5
VER-005908,AGT-045,15.5
VER-007374,AGT-042,15.5
VER-002979,AGT-037,15.5
VER-009312,AGT-013,15.5
VER-009770,AGT-001,15.5
VER-006722,AGT-043,15.5
VER-007843,AGT-039,15.5
VER-008265,AGT-048,15.5
VER-009211,AGT-046,15.5
VER-003139,AGT-018,15.5
VER-008326,AGT-009,15.5
VER-004504,AGT-047,15.5
VER-001827,AGT-012,15.5
VER-005549,AGT-013,15.5
VER-000561,AGT-026,15.5
VER-009255,AGT-040,15.5
VER-008436,AGT-022,15.5
VER-005436,AGT-037,15.5
VER-004438,AGT-045,15.5
VER-001443,AGT-042,15.5
VER-008454,AGT-032,15.5
VER-004407,AGT-037,15.5
VER-006812,AGT-010,15.5
VER-001690,AGT-018,15.5
VER-009271,AGT-027,15.5
VER-009450,AGT-002,15.5
VER-005963,AGT-017,15.5
VER-002497,AGT-049,15.5
VER-008611,AGT-034,15.5
VER-000341,AGT-027,15.5
VER-002409,AGT-009,15.5
VER-008775,AGT-025,15.5
VER-005783,AGT-024,15.5
VER-004577,AGT-048,15.5
VER-003726,AGT-010,15.5
VER-002786,AGT-032,15.5
VER-001013,AGT-009,15.5
VER-005281,AGT-031,15.5
VER-004896,AGT-009,15.5
VER-007122,AGT-003,15.5
VER-006550,AGT-001,15.5
VER-004038,AGT-015,15.5
VER-000149,AGT-026,15.5
VER-000286,AGT-032,15.5
VER-004167,AGT-044,15.5
VER-008556,AGT-020,15.5
VER-008827,AGT-004,15.5
VER-006771,AGT-028,15.5
VER-004444,AGT-001,15.5
VER-007447,AGT-040,15.5
VER-000237,AGT-005,15.5
VER-003589,AGT-011,15.5
VER-007124,AGT-018,15.5
VER-008773,AGT-010,15.5
VER-003084,AGT-006,15.5
VER-000633,AGT-014,15.5
VER-006814,AGT-016,15.5
VER-002494,AGT-039,15.5
VER-002666,AGT-002,15.5
VER-008914,AGT-020,15.5
VER-008842,AGT-039,15.5
VER-008891,AGT-044,15.5
VER-004212,AGT-007,15.5
VER-003875,AGT-018,15.5
VER-002818,AGT-032,15.5
VER-008682,AGT-044,15.5
VER-000474,AGT-040,15.5
VER-009906,AGT-009,15.5
VER-007427,AGT-015,15.5
VER-009035,AGT-006,15.5
VER-008894,AGT-039,15.5
VER-009666,AGT-037,15.5
VER-001736,AGT-005,15.5
VER-007398,AGT-008,15.5
VER-004256,AGT-032,15.5
VER-009819,AGT-009,15.5
VER-002476,AGT-026,15.5
VER-000989,AGT-049,15.5
VER-003714,AGT-034,15.5
VER-009434,AGT-012,15.5
VER-001805,AGT-006,15.5
VER-000708,AGT-021,15.5
VER-009658,AGT-033,15.5
VER-005190,AGT-011,15.5
VER-005473,AGT-040,15.5
VER-000073,AGT-044,15.5
VER-007844,AGT-020,15.5
VER-005102,AGT-045,15.5
VER-006765,AGT-007,15.5
VER-001126,AGT-033,15.5
VER-001242,AGT-040,15.5
VER-009459,AGT-001,15.5
VER-002350,AGT-015,15.5
VER-006603,AGT-030,15.5
VER-006781,AGT-019,15.5
VER-004359,AGT-004,15.5
VER-001344,AGT-037,15.5
VER-004193,AGT-026,15.5
VER-009117,AGT-043,15.5
VER-000807,AGT-017,15.5
VER-008633,AGT-038,15.5
VER-006653,AGT-014,15.5
VER-001101,AGT-011,15.5
VER-007328,AGT-038,15.5
VER-007623,AGT-047,15.5
VER-000988,AGT-040,15.5
VER-002853,AGT-031,15.5
VER-000631,AGT-042,15.5
VER-001250,AGT-041,15.5
VER-003180,AGT-039,15.5
VER-000483,AGT-012,15.5
VER-003041,AGT-033,15.5
VER-005011,AGT-022,15.5
VER-009170,AGT-025,15.5
VER-007001,AGT-018,15.5
VER-003274,AGT-045,15.5
VER-007228,AGT-048,15.5
VER-003684,AGT-024,15.5
VER-006675,AGT-011,15.5
VER-006808,AGT-049,15.5
VER-004212,AGT-007,15.5
VER-001317,AGT-038,15.5
VER-003226,AGT-027,15.5
VER-001073,AGT-001,15.5
VER-004816,AGT-042,15.5
VER-008876,AGT-045,15.5
VER-005753,AGT-035,15.5
VER-009609,AGT-032,15.5
VER-004617,AGT-017,15.5
VER-003098,AGT-031,15.5
VER-006870,AGT-018,15.5
VER-001301,AGT-045,15.5
VER-007286,AGT-030,15.5
VER-006285,AGT-047,15.5
VER-005496,AGT-031,15.5
VER-005292,AGT-013,15.5
VER-001799,AGT-031,15.5
VER-005204,AGT-016,15.5
VER-008228,AGT-007,15.5
VER-005048,AGT-050,15.5
VER-006442,AGT-023,15.5
VER-008637,AGT-036,15.5
VER-008106,AGT-023,15.5
VER-002360,AGT-034,15.5
VER-009852,AGT-039,15.5
VER-003655,AGT-039,15.5
VER-007053,AGT-040,15.5
VER-001287,AGT-028,15.5
VER-009463,AGT-034,15.5
VER-004446,AGT-001,15.5
VER-002138,AGT-010,15.5
VER-006788,AGT-021,15.5
VER-005693,AGT-008,15.5
VER-000626,AGT-036,15.5
VER-009422,AGT-011,15.5
VER-006895,AGT-043,15.5
VER-009000,AGT-030,15.5
VER-008565,AGT-022,15.5
VER-007152,AGT-040,15.5
VER-000964,AGT-039,15.5
VER-006013,AGT-007,15.5
VER-004883,AGT-008,15.5
VER-000141,AGT-005,15.5
VER-009490,AGT-037,15.5
VER-006937,AGT-043,15.5
VER-006543,AGT-019,15.5
VER-005244,AGT-020,15.5
VER-004432,AGT-039,15.5
VER-000407,AGT-050,15.5
VER-008213,AGT-036,15.5
VER-008792,AGT-001,15.5
VER-009061,AGT-050,15.5
VER-008235,AGT-020,15.5
VER-004400,AGT-042,15.5
VER-005253,AGT-021,15.5
VER-000012,AGT-024,15.5
VER-004761,AGT-044,15.5
VER-001178,AGT-047,15.5
VER-002864,AGT-009,15.5
VER-006472,AGT-026,15.5
VER-006229,AGT-020,15.5
VER-002990,AGT-021,15.5
VER-007118,AGT-039,15.5
VER-007011,AGT-043,15.5
VER-008986,AGT-005,15.5
VER-001441,AGT-012,15.5
VER-000831,AGT-044,15.5
VER-002876,AGT-046,15.5
VER-009558,AGT-010,15.5
VER-009236,AGT-048,15.5
VER-007233,AGT-014,15.5
VER-003727,AGT-018,15.5
VER-002773,AGT-011,15.5
VER-000455,AGT-042,15.5
VER-008190,AGT-010,15.5
VER-001368,AGT-007,15.5
VER-003713,AGT-039,15.5
VER-008044,AGT-007,15.5
VER-001389,AGT-020,15.5
VER-001001,AGT-033,15.5
VER-007762,AGT-015,15.5
VER-003554,AGT-040,15.5
VER-004115,AGT-035,15.5
VER-001668,AGT-045,15.5
VER-003174,AGT-017,15.5
VER-009869,AGT-011,15.5
VER-000489,AGT-014,15.5
VER-003231,AGT-049,15.5
VER-003829,AGT-021,15.5
VER-009901,AGT-033,15.5
VER-005209,AGT-012,15.5
VER-007849,AGT-001,15.5
VER-005705,AGT-017,15.5
VER-007692,AGT-020,15.5
VER-008134,AGT-004,15.5
VER-000704,AGT-045,15.5
VER-005106,AGT-046,15.5
VER-009345,AGT-046,15.5
VER-003292,AGT-006,15.5
VER-008126,AGT-024,15.5
VER-006057,AGT-032,15.5
VER-009478,AGT-014,15.5
VER-004910,AGT-034,15.5
VER-004441,AGT-027,15.5
VER-000987,AGT-008,15.5
VER-009704,AGT-042,15.5
VER-009520,AGT-050,15.5
VER-007706,AGT-013,15.5
VER-006258,AGT-002,15.5
VER-006090,AGT-005,15.5
VER-005239,AGT-023,15.5
VER-001199,AGT-047,15.5
VER-009528,AGT-022,15.5
VER-007520,AGT-034,15.5
VER-006813,AGT-043,15.5
VER-008321,AGT-023,15.5
VER-007176,AGT-046,15.5
VER-004471,AGT-045,15.5
VER-000892,AGT-003,15.5
VER-001970,AGT-020,15.5
VER-005758,AGT-042,15.5
VER-006528,AGT-019,15.5
VER-006295,AGT-026,15.5
VER-007596,AGT-030,15.5
VER-003250,AGT-010,15.5
VER-006571,AGT-025,15.5
VER-006639,AGT-001,15.5
VER-007352,AGT-050,15.5
VER-009637,AGT-034,15.5
VER-007474,AGT-050,15.5
VER-009672,AGT-039,15.5
VER-009111,AGT-013,15.5
VER-001240,AGT-023,15.5
VER-002290,AGT-015,15.5
VER-002741,AGT-011,15.5
VER-008468,AGT-037,15.5
VER-004586,AGT-036,15.5
VER-001230,AGT-022,15.5
VER-006981,AGT-028,15.5
VER-005179,AGT-003,15.5
VER-004294,AGT-050,15.5
VER-001059,AGT-003,15.5
VER-006263,AGT-016,15.5
VER-000282,AGT-048,15.5
VER-000969,AGT-044,15.5
VER-003954,AGT-004,15.5
VER-001940,AGT-017,15.5
VER-008882,AGT-018,15.5
VER-001275,AGT-026,15.5
VER-000620,AGT-016,15.5
VER-008926,AGT-012,15.5
VER-001743,AGT-029,15.5
VER-001391,AGT-037,15.5
VER-002204,AGT-044,15.5
VER-003569,AGT-033,15.5
VER-006117,AGT-021,15.5
VER-001563,AGT-008,15.5
VER-006053,AGT-042,15.5
VER-003179,AGT-041,15.5
VER-003193,AGT-002,15.5
VER-006100,AGT-025,15.5
VER-007030,AGT-040,15.5
VER-000576,AGT-009,15.5
VER-006657,AGT-016,15.5
VER-007116,AGT-025,15.5
VER-009251,AGT-036,15.5
VER-006277,AGT-012,15.5
VER-009440,AGT-036,15.5
VER-005898,AGT-001,15.5
VER-005725,AGT-049,15.5
VER-000270,AGT-023,15.5
VER-000630,AGT-045,15.5
VER-003082,AGT-005,15.5
VER-003467,AGT-022,15.5
VER-006431,AGT-040,15.5
VER-009782,AGT-035,15.5
VER-007063,AGT-005,15.5
VER-006143,AGT-039,15.5
VER-005544,AGT-020,15.5
VER-004357,AGT-026,15.5
VER-002114,AGT-047,15.5
VER-008220,AGT-043,15.5
VER-003217,AGT-046,15.5
VER-003815,AGT-013,15.5
VER-008322,AGT-017,15.5
VER-009021,AGT-032,15.5
VER-002279,AGT-013,15.5
VER-004600,AGT-017,15.5
VER-000014,AGT-040,15.5
VER-007210,AGT-027,15.5
VER-001526,AGT-016,15.5
VER-002366,AGT-029,15.5
VER-004649,AGT-040,15.5
VER-000375,AGT-023,15.5
VER-008944,AGT-009,15.5
VER-006478,AGT-001,15.5
VER-000526,AGT-028,15.5
VER-006896,AGT-022,15.5
VER-003592,AGT-011,15.5
VER-007905,AGT-046,15.5
VER-002959,AGT-002,15.5
VER-000530,AGT-024,15.5
VER-003715,AGT-028,15.5
VER-004733,AGT-041,15.5
VER-001395,AGT-034,15.5
VER-005632,AGT-008,15.5
VER-006564,AGT-012,15.5
VER-004704,AGT-013,15.5
VER-001713,AGT-034,15.5
VER-000279,AGT-049,15.5
VER-000956,AGT-018,15.5
VER-006676,AGT-002,15.5
VER-003454,AGT-011,15.5
VER-008596,AGT-045,15.5
VER-002072,AGT-044,15.5
VER-000261,AGT-040,15.5
VER-000159,AGT-023,15.5
VER-007006,AGT-001,15.5
VER-000353,AGT-004,15.5
VER-006079,AGT-023,15.5
VER-006237,AGT-034,15.5
VER-002921,AGT-022,15.5
VER-008504,AGT-020,15.5
VER-004645,AGT-005,15.5
VER-000662,AGT-019,15.5
VER-007058,AGT-004,15.5
VER-003666,AGT-030,15.5
VER-007980,AGT-042,15.5
VER-000307,AGT-025,15.5
VER-004791,AGT-022,15.5
VER-002357,AGT-013,15.5
VER-001928,AGT-044,15.5
VER-009803,AGT-038,15.5
VER-003428,AGT-022,15.5
VER-003639,AGT-033,15.5
VER-001267,AGT-007,15.5
VER-001561,AGT-009,15.5
VER-007180,AGT-034,15.5
VER-004110,AGT-037,15.5
VER-007868,AGT-024,15.5
VER-004905,AGT-043,15.5
VER-007295,AGT-049,15.5
VER-000515,AGT-019,15.5
VER-000895,AGT-027,15.5
VER-008602,AGT-027,15.5
VER-000022,AGT-038,15.5
VER-000900,AGT-021,15.5
VER-000208,AGT-012,15.5
VER-000459,AGT-019,15.5
VER-002431,AGT-018,15.5
VER-008443,AGT-007,15.5
VER-003390,AGT-015,15.5
VER-003912,AGT-016,15.5
VER-005384,AGT-020,15.5
VER-008908,AGT-046,15.5
VER-000553,AGT-035,15.5
VER-003145,AGT-048,15.5
VER-006918,AGT-016,15.5
VER-002057,AGT-035,15.5
VER-001926,AGT-007,15.5
VER-000635,AGT-005,15.5
VER-006083,AGT-049,15.5
VER-008509,AGT-045,15.5
VER-009738,AGT-041,15.5
VER-009822,AGT-029,15.5
VER-008620,AGT-039,15.5
VER-000106,AGT-024,15.5
VER-003042,AGT-017,15.5
VER-001710,AGT-009,15.5
VER-000090,AGT-024,15.5
VER-007015,AGT-034,15.5
VER-003175,AGT-024,15.5
VER-000918,AGT-045,15.5
VER-007834,AGT-014,15.5
VER-006733,AGT-004,15.5
VER-001950,AGT-032,15.5
VER-006369,AGT-024,15.5
VER-000002,AGT-029,15.5
VER-008033,AGT-013,15.5
VER-006048,AGT-010,15.5
VER-009678,AGT-042,15.5
VER-002721,AGT-021,15.5
VER-008784,AGT-022,15.5
VER-007719,AGT-009,15.5
VER-003118,AGT-031,15.5
VER-009943,AGT-017,15.5
VER-003763,AGT-050,15.5
VER-000214,AGT-049,15.5
VER-000779,AGT-021,15.5
VER-003497,AGT-008,15.5
VER-009266,AGT-009,15.5
VER-002044,AGT-032,15.5
VER-008921,AGT-004,15.5
VER-005421,AGT-020,15.5
VER-006155,AGT-013,15.5
VER-008358,AGT-044,15.5
VER-009146,AGT-029,15.5
VER-008466,AGT-003,15.5
VER-004168,AGT-047,15.5
VER-003789,AGT-037,15.5
VER-008587,AGT-028,15.5
VER-000584,AGT-049,15.5
VER-005469,AGT-037,15.5
VER-008802,AGT-024,15.5
VER-000117,AGT-028,15.5
VER-006645,AGT-008,15.5
VER-009491,AGT-026,15.5
VER-004054,AGT-005,15.5
VER-009414,AGT-034,15.5
VER-008713,AGT-021,15.5
VER-001764,AGT-025,15.5
VER-001876,AGT-003,15.5
VER-003225,AGT-014,15.5
VER-000527,AGT-032,15.5
VER-007726,AGT-002,15.5
VER-002947,AGT-035,15.5
VER-004474,AGT-007,15.5
VER-005656,AGT-050,15.5
VER-008885,AGT-041,15.5
VER-006060,AGT-017,15.5
VER-000960,AGT-025,15.5
VER-006343,AGT-009,15.5
VER-003634,AGT-047,15.5
VER-001051,AGT-026,15.5
VER-008783,AGT-012,15.5
VER-008712,AGT-008,15.5
VER-003381,AGT-020,15.5
VER-003677,AGT-026,15.5
VER-005777,AGT-024,15.5
VER-009503,AGT-011,15.5
VER-006574,AGT-032,15.5
VER-005180,AGT-021,15.5
VER-001608,AGT-030,15.5
VER-003611,AGT-005,15.5
VER-009053,AGT-018,15.5
VER-006636,AGT-043,15.5
VER-000343,AGT-034,15.5
VER-000792,AGT-048,15.5
VER-008985,AGT-005,15.5
VER-003057,AGT-016,15.5
VER-001981,AGT-013,15.5
VER-003599,AGT-019,15.5
VER-000934,AGT-035,15.5
VER-007425,AGT-023,15.5
VER-005627,AGT-001,15.5
VER-001683,AGT-009,15.5
VER-004180,AGT-010,15.5
VER-006447,AGT-035,15.5
VER-004117,AGT-048,15.5
VER-000989,AGT-049,15.5
VER-002897,AGT-044,15.5
VER-003779,AGT-029,15.5
VER-005659,AGT-030,15.5
VER-003094,AGT-006,15.5
VER-003156,AGT-003,15.5
VER-001824,AGT-004,15.5
VER-002564,AGT-016,15.5
VER-001099,AGT-029,15.5
VER-002845,AGT-021,15.5
VER-003343,AGT-028,15.5
VER-000039,AGT-037,15.5
VER-006541,AGT-034,15.5
VER-009820,AGT-033,15.5
VER-008708,AGT-033,15.5
VER-003357,AGT-011,15.5
VER-007814,AGT-010,15.5
VER-008221,AGT-049,15.5
VER-009695,AGT-011,15.5
VER-002429,AGT-010,15.5
VER-005044,AGT-047,15.5
VER-005347,AGT-038,15.5
VER-008955,AGT-004,15.5
VER-004812,AGT-036,15.5
VER-008477,AGT-004,15.5
VER-000687,AGT-050,15.5
VER-004800,AGT-028,15.5
VER-007438,AGT-029,15.5
VER-002354,AGT-015,15.5
VER-006354,AGT-001,15.5
VER-004570,AGT-017,15.5
VER-008214,AGT-050,15.5
VER-002753,AGT-038,15.5
VER-008074,AGT-035,15.5
VER-001041,AGT-026,15.5
VER-007492,AGT-023,15.5
VER-001266,AGT-025,15.5
VER-009733,AGT-019,15.5
VER-007060,AGT-016,15.5
VER-000278,AGT-048,15.5
VER-005085,AGT-025,15.5
VER-002383,AGT-011,15.5
VER-000572,AGT-021,15.5
VER-001436,AGT-034,15.5
VER-005353,AGT-018,15.5
VER-005446,AGT-020,15.5
VER-001008,AGT-030,15.5
VER-004544,AGT-013,15.5
VER-009265,AGT-005,15.5
VER-002065,AGT-021,15.5
VER-001137,AGT-040,15.5
VER-005344,AGT-049,15.5
VER-000295,AGT-024,15.5
VER-008781,AGT-023,15.5
VER-002404,AGT-013,15.5
VER-003999,AGT-021,15.5
VER-003742,AGT-012,15.5
VER-009690,AGT-047,15.5
VER-002720,AGT-015,15.5
VER-009667,AGT-034,15.5
VER-005151,AGT-034,15.5
VER-002809,AGT-011,15.5
VER-009018,AGT-044,15.5
VER-000557,AGT-008,15.5
VER-009379,AGT-029,15.5
VER-004796,AGT-034,15.5
VER-002470,AGT-011,15.5
VER-003739,AGT-008,15.5
VER-004287,AGT-047,15.5
VER-002605,AGT-042,15.5
VER-000363,AGT-035,15.5
VER-006925,AGT-044,15.5
VER-001705,AGT-011,15.5
VER-002140,AGT-014,15.5
VER-003240,AGT-006,15.5
VER-002384,AGT-007,15.5
VER-007315,AGT-040,15.5
VER-004312,AGT-006,15.5
VER-001313,AGT-028,15.5
VER-003931,AGT-003,15.5
VER-006184,AGT-046,15.5
VER-001592,AGT-049,15.5
VER-009859,AGT-013,15.5
VER-002163,AGT-049,15.5
VER-002397,AGT-004,15.5
VER-000318,AGT-036,15.5
VER-005234,AGT-039,15.5
VER-005069,AGT-003,15.5
VER-004037,AGT-049,15.5
VER-008988,AGT-045,15.5
VER-003021,AGT-024,15.5
VER-008229,AGT-027,15.5
VER-009106,AGT-049,15.5
VER-005296,AGT-021,15.5
VER-003973,AGT-017,15.5
VER-005371,AGT-001,15.5
VER-004134,AGT-009,15.5
VER-000975,AGT-004,15.5
VER-007292,AGT-037,15.5
VER-000955,AGT-045,15.5
VER-009777,AGT-008,15.5
VER-005017,AGT-042,15.5
VER-009760,AGT-037,15.5
VER-007491,AGT-023,15.5
VER-001641,AGT-025,15.5
VER-001291,AGT-001,15.5
VER-001381,AGT-005,15.5
VER-001934,AGT-022,15.5
VER-004676,AGT-008,15.5
VER-000893,AGT-032,15.5
VER-007288,AGT-020,15.5
VER-004877,AGT-003,15.5
VER-007907,AGT-008,15.5
VER-008195,AGT-008,15.5
VER-009851,AGT-014,15.5
VER-009042,AGT-043,15.5
VER-002467,AGT-039,15.5
VER-007658,AGT-035,15.5
VER-001914,AGT-007,15.5
VER-002737,AGT-036,15.5
VER-000727,AGT-023,15.5
VER-007215,AGT-023,15.5
VER-008246,AGT-033,15.5
VER-001797,AGT-017,15.5
VER-003846,AGT-028,15.5
VER-006403,AGT-004,15.5
VER-000937,AGT-022,15.5
VER-002266,AGT-031,15.5
VER-000825,AGT-026,15.5
VER-007275,AGT-031,15.5
VER-001390,AGT-005,15.5
VER-003565,AGT-049,15.5
VER-009077,AGT-023,15.5
VER-005430,AGT-027,15.5
VER-007828,AGT-048,15.5
VER-005691,AGT-045,15.5
VER-007879,AGT-042,15.5
VER-001869,AGT-002,15.5
VER-008203,AGT-021,15.5
VER-007487,AGT-018,15.5
VER-000807,AGT-017,15.5
VER-004806,AGT-049,15.5
VER-009904,AGT-012,15.5
VER-009616,AGT-024,15.5
VER-009156,AGT-022,15.5
VER-007512,AGT-014,15.5
VER-008057,AGT-012,15.5
VER-004495,AGT-028,15.5
VER-002633,AGT-001,15.5
VER-009352,AGT-040,15.5
VER-008897,AGT-021,15.5
VER-008624,AGT-011,15.5
VER-007833,AGT-012,15.5
VER-004389,AGT-009,15.5
VER-000146,AGT-009,15.5
VER-006468,AGT-047,15.5
VER-002034,AGT-012,15.5
VER-009590,AGT-003,15.5
VER-001166,AGT-038,15.5
VER-002051,AGT-037,15.5
VER-003761,AGT-027,15.5
VER-004436,AGT-017,15.5
VER-003431,AGT-046,15.5
VER-008191,AGT-010,15.5
VER-009198,AGT-012,15.5
VER-007070,AGT-029,15.5
VER-004362,AGT-034,15.5
VER-001772,AGT-045,15.5
VER-003512,AGT-040,15.5
VER-000272,AGT-030,15.5
VER-008437,AGT-010,15.5
VER-002033,AGT-023,15.5
VER-009006,AGT-004,15.5
VER-002417,AGT-024,15.5
VER-003811,AGT-001,15.5
VER-004347,AGT-026,15.5
VER-000546,AGT-029,15.5
VER-003242,AGT-023,15.5
VER-008931,AGT-032,15.5
VER-008503,AGT-005,15.5
VER-008288,AGT-005,15.5
VER-007565,AGT-015,15.5
VER-000921,AGT-026,15.5
VER-009928,AGT-039,15.5
VER-006641,AGT-030,15.5
VER-007695,AGT-026,15.5
VER-008231,AGT-028,15.5
VER-007127,AGT-005,15.5
VER-004279,AGT-004,15.5
VER-002984,AGT-010,15.5
VER-000131,AGT-022,15.5
VER-007981,AGT-007,15.5
VER-002668,AGT-019,15.5
VER-007139,AGT-035,15.5
VER-003224,AGT-028,15.5
VER-007694,AGT-004,15.5
VER-005393,AGT-030,15.5
VER-000615,AGT-028,15.5
VER-009884,AGT-013,15.5
VER-001467,AGT-029,15.5
VER-004498,AGT-004,15.5
VER-003043,AGT-006,15.5
VER-009127,AGT-048,15.5
VER-002420,AGT-026,15.5
VER-005086,AGT-028,15.5
VER-003295,AGT-032,15.5
VER-006738,AGT-022,15.5
VER-001501,AGT-025,15.5
VER-009019,AGT-047,15.5
VER-001522,AGT-010,15.5
VER-009580,AGT-033,15.5
VER-004233,AGT-025,15.5
VER-007687,AGT-014,15.5
VER-008821,AGT-015,15.5
VER-004431,AGT-049,15.5
VER-000391,AGT-002,15.5
VER-009281,AGT-028,15.5
VER-007125,AGT-011,15.5
VER-005914,AGT-026,15.5
VER-008593,AGT-005,15.5
VER-004807,AGT-009,15.5
VER-009408,AGT-017,15.5
VER-008239,AGT-005,15.5
VER-008045,AGT-041,15.5
VER-000675,AGT-031,15.5
VER-003994,AGT-001,15.5
VER-009060,AGT-030,15.5
VER-006610,AGT-042,15.5
VER-005320,AGT-025,15.5
VER-006997,AGT-035,15.5
VER-007120,AGT-042,15.5
VER-002422,AGT-037,15.5
VER-005605,AGT-049,15.5
VER-001751,AGT-033,15.5
VER-009472,AGT-024,15.5
VER-006420,AGT-015,15.5
VER-000339,AGT-045,15.5
VER-008408,AGT-002,15.5
VER-001342,AGT-008,15.5
VER-003093,AGT-036,15.5
VER-007983,AGT-028,15.5
VER-003641,AGT-015,15.5
VER-000330,AGT-033,15.5
VER-009278,AGT-030,15.5
VER-003005,AGT-003,15.5
VER-006961,AGT-048,15.5
VER-004091,AGT-037,15.5
VER-002323,AGT-028,15.5
VER-006668,AGT-048,15.5
VER-007010,AGT-049,15.5
VER-004198,AGT-016,15.5
VER-003550,AGT-029,15.5
VER-008364,AGT-018,15.5
VER-004204,AGT-027,15.5
VER-009781,AGT-023,15.5
VER-009390,AGT-017,15.5
VER-006186,AGT-013,15.5
VER-001640,AGT-037,15.5
VER-009131,AGT-002,15.5
VER-000061,AGT-017,15.5
VER-001241,AGT-001,15.5
VER-005761,AGT-040,15.5
VER-005137,AGT-040,15.5
VER-002344,AGT-045,15.5
VER-002121,AGT-006,15.5
VER-001525,AGT-012,15.5
VER-007618,AGT-029,15.5
VER-000154,AGT-049,15.5
VER-000482,AGT-003,15.5
VER-006123,AGT-012,15.5
VER-007675,AGT-039,15.5
VER-007102,AGT-023,15.5
VER-001763,AGT-045,15.5
VER-008943,AGT-018,15.5
VER-007716,AGT-040,15.5
VER-009540,AGT-018,15.5
VER-007480,AGT-032,15.5
VER-006213,AGT-047,15.5
VER-004854,AGT-033,15.5
VER-002712,AGT-007,15.5
VER-006767,AGT-047,15.5
VER-004151,AGT-003,15.5
VER-001334,AGT-050,15.5
VER-008379,AGT-025,15.5
VER-009861,AGT-038,15.5
VER-004229,AGT-011,15.5
VER-009584,AGT-043,15.5
VER-003851,AGT-046,15.5
VER-008341,AGT-001,15.5
VER-004125,AGT-013,15.5
VER-009418,AGT-010,15.5
VER-004789,AGT-010,15.5
VER-002867,AGT-014,15.5
VER-001387,AGT-023,15.5
